applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,221035128,140356,rbotts@kelloggllc.com,Extreme Networks,Access Point,2299051630,2022,"(District 140356) AP410C-FCC | Extreme Networks ExtremeWireless AP410C - Wireless access point - Bluetooth, Wi-Fi 6 - 2.4 GHz, 5 GHz",0,0,0,460.39,0,130,MCLOUD PUBLIC SCHOOLS,59850.7,No,Extreme,OK,59850.7,0,0,0,460.39
School District,221023832,140065,cbailey@kelloggllc.com,Extreme Networks,Cabling,2299032582,2022,(District 140065) 10099 | PWR CORD 13A USA NEMA 5-15 IEC320-C15,0,0,0,11,0,5,DRUMRIGHT INDEP SCHOOL DIST 39,55,No,Extreme,OK,55,0,0,0,11
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Switch,2299039907,2022,"(RR-2 84633) C9300-48P-EDU | Catalyst 9300 48-port PoE+, K12",0,0,0,3572.47,0,5,TULSA CITY-COUNTY LIBRARY SYS,17862.35,No,Cisco,OK,17862.35,0,0,0,3572.47
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Switch,2299025213,2022,"(MES 84911)  | Ubiquiti, UniFi Switch Pro 24p 400w PoE 2x 10G Uplink",0,0,0,699,0,1,MORRIS SCHOOL DISTRICT,699,No,Ubiquiti,OK,699,0,0,0,699
School District,221011003,140269,riley.harpole@kelloggllc.com,Ruckus Wireless,Cabling,2299013005,2022,(District 140269) 10G-SFPP-TWX-P-0301 | 1PK 3M PASSIVE DIR SFP+ COP,0,0,0,35.36,9.64,22,PONCA CITY INDEP SCH DIST 71,777.92,Yes,Ruckus,OK,777.92,0,0,0,45
School District,221028602,139834,riley.harpole@kelloggllc.com,Aruba,License,2299040734,2022,(District 139834) JW619AAE | Aruba - License,0,0,0,56.29,0,0,MILLWOOD INDEP SCHOOL DIST 37,0,No,Hp,OK,0,0,0,0,56.29
School District,221033948,140197,karla@crwconsulting.com,Extreme Networks,Switch,2299049886,2022,5420F-48P-4XE,0,0,0,3830,0,34,OKMULGEE INDEP SCHOOL DIST 1,130220,No,Extreme,OK,130220,0,0,0,3830
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Access Point,2299025213,2022,"(MMS 84913)  | Ubiquiti, UniFi WiFi 6 Pro",0,0,0,154,0,18,MORRIS SCHOOL DISTRICT,2772,No,Ubiquiti,OK,2772,0,0,0,154
School District,221014442,139789,karla@crwconsulting.com,Ubiquiti,Antenna,2299017677,2022,UBB-US,0,0,0,2900,0,1,CENTRAL HIGH PUB SCH DIST 34,2900,No,Ubiquiti,OK,2900,0,0,0,2900
School District,221037678,140183,dsovereign@kelloggllc.com,Ubiquiti,Module,2299056000,2022,(District 140183) SFP+ MM Module | SFP+ MM Module,0,0,0,1610,0,1,HASKELL INDEP SCHOOL DIST 2,1610,No,Ubiquiti,OK,1610,0,0,0,1610
School District,221032361,139874,riley.harpole@kelloggllc.com,Aruba,Module,2299047276,2022,(District 139874) J9151E | SFP+ transceiver module - 10 GigE,0,0,0,1243.4,0,2,BISHOP SCHOOL DISTRICT C-049,2486.8,No,Hp,OK,2486.8,0,0,0,1243.4
School,221018251,17013171,pauljkarlin@outlook.com,Ruckus,License,2299023366,2022,Ruckus Wireless Upgrade License Ruckus SmartZone 100 WLAN Controller 1 Access Point,0,0,0,44.85,0,75,Tulsa Honor Academy,3363.75,No,Ruckus,OK,3363.75,0,0,0,44.85
School,221037403,139795,jlandes@newcastle.k12.ok.us,Extreme Networks,License,2299055799,2022,XCIQ-PT1-5Yr,0,0,0,269.89,0,8,NEWCASTLE INDEP SCHOOL DIST 1,2159.12,No,Extreme,OK,2159.12,0,0,0,269.89
School District,221032773,140361,riley.harpole@kelloggllc.com,Ubiquiti,Switch,2299048161,2022,"(MS 85261)  | Ubiquiti, UniFi Switch Pro 48p 600w PoE 4x 10G Uplink",0,0,0,1099,0,1,MEEKER INDEP SCHOOL DIST IO-95,1099,No,Ubiquiti,OK,1099,0,0,0,1099
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Cabling,2299039907,2022,(RR-2 84633) STACK-T1-50CM | 50CM Type1 Stacking Cable,0,0,0,29.57,0,5,TULSA CITY-COUNTY LIBRARY SYS,147.85,No,Cisco,OK,147.85,0,0,0,29.57
School District,221032694,16051616,kenny@acklin.net,Ubiquiti,Switch,2299048173,2022,US-24-250W	Ubiquiti 24 port switch managed PoE+ w SFP,0,0,0,934.65,0,1,"BIG FIVE COMMUNITY SERVICES, INC.",934.65,Yes,Ubiquiti,OK,934.65,0,0,0,934.65
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,License,2299037871,2022,(District 139826) C9300-DNA-L-P-3Y | Digital Network Architecture Premier - Term License (3 years),0,0,0,1766.7,0,9,YUKON INDEP SCHOOL DISTRICT 27,15900.3,No,Cisco,OK,15900.3,0,0,0,1766.7
School District,221028488,140193,karla@crwconsulting.com,Ubiquiti,Switch,2299040508,2022,USW-Pro-24-POE,0,0,0,699,0,5,INDIANOLA INDEP SCHOOL DIST 25,3495,No,Ubiquiti,OK,3495,0,0,0,699
School District,221010645,140213,karla@crwconsulting.com,Extreme Networks,Switch,2299012533,2022,5320-24P-8XE,0,0,0,1360,0,11,GRAND VIEW SCHOOL DISTRICT 34,14960,No,Extreme,OK,14960,0,0,0,1360
Library,221038055,140109,stacy.delano@stillwater.org,Ruckus Wireless,Access Point,2299056824,2022,Ruckus ZoneFlex T750 9U1-T750- US51,0,0,0,1782.13,0,5,STILLWATER PUBLIC LIBRARY,8910.65,No,Ruckus,OK,8910.65,0,0,0,1782.13
School District,221018013,140122,cbailey@kelloggllc.com,Aruba,Racks & Cabinets,2299022916,2022,(District 140122) J9583B | X414 1U Universal 4-post Rack Mount,0,0,0,48.17,0,3,UNION INDEP SCHOOL DISTRICT 9,144.51,No,Hp,OK,144.51,0,0,0,48.17
School District,221023972,139864,alinam@kelloggllc.com,Ubiquiti,Switch,2299032799,2022,(District 139864)  | Ubiquiti USW-PRO-48-POE,0,0,0,1399,0,2,RAVIA SCHOOL DISTRICT 10,2798,Yes,Ubiquiti,OK,2798,0,0,0,1399
School District,221024959,140320,rbotts@kelloggllc.com,Fortinet,Firewall Services & Components,2299034733,2022,"(District 140320) FG-601E-BDL-950-12  | Fortinet FortiGate 601E Network Security/Firewall Appliance - 10 Port - 1000Base-T, 10GBase-X, 1000Base-X - 10 Gigabit Ethernet - 10 x RJ-45 - 10 Total Expansion Slots - 1U - Rack- mountable",0,0,0,7764.96,3185.48,1,VALLIANT INDEP SCHOOL DIST 11,7764.96,No,Fortinet,OK,7764.96,0,0,0,10950.44
School District,221007358,140074,kimberly@crwconsulting.com,Ubiquiti,Switch,2299008164,2022,USW-Pro-Aggregation,0,0,0,797,0,3,INOLA PUBLIC SCHOOLS,2391,No,Ubiquiti,OK,2391,0,0,0,797
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Switch,2299037871,2022,(District 139826) C9300X-12Y-EDU | 9300X 12-port 25/10G SFP+ K12,0,0,0,6591.3,0,9,YUKON INDEP SCHOOL DISTRICT 27,59321.7,No,Cisco,OK,59321.7,0,0,0,6591.3
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,Access Point,2299035614,2022,(District 140134) FAP-431F-A | FORTIAP 431F - WIRELESS ACCESS POINT,0,0,0,517.66,0,1,COMMERCE PUBLIC SCHOOLS,517.66,No,Fortinet,OK,517.66,0,0,0,517.66
School District,221014435,140315,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299017802,2022,(District 140315) 18104 | Extreme Networks V400 Series 48 10/100/1000BASE-T PoE+ 4 1000/10GBaseX Unpopulated SFP+ Ports Fixed Power Supply and Fans,0,0,0,2198.7,0,2,IDABEL SCHOOL DISTRICT 5,4397.4,Yes,Extreme,OK,4397.4,0,0,0,2198.7
School District,221021266,139811,riley.harpole@kelloggllc.com,Aruba,Transceiver,2299028624,2022,(District 139811) J9151E | HPE Aruba - SFP+ transceiver module - 10 GigE - 10GBase-LR - SFP+ / LC single-mode - up to 6.2 miles,0,0,0,1243.4,0,14,PURCELL INDEP SCHOOL DIST 15,17407.6,No,Hp,OK,17407.6,0,0,0,1243.4
School District,221028602,139834,riley.harpole@kelloggllc.com,Aruba,Wireless Controller,2299040734,2022,(District 139834) JY895AAE | Aruba Virtual Mobility Master,0,0,0,3580.65,0,0,MILLWOOD INDEP SCHOOL DIST 37,0,No,Hp,OK,0,0,0,0,3580.65
School District,221035583,139839,dsovereign@kelloggllc.com,Cisco Systems,Module,2299052465,2022,SSD-240G | Cisco pluggable USB3.0 SSD Storage,0,0,0,408.09,35.49,53,MIDWEST CITY-DEL CITY SCH DIST,21628.77,No,Cisco,OK,21628.77,0,0,0,443.58
School District,221036481,139857,riley.harpole@kelloggllc.com,Fortinet,Firewall Services & Components,2299053974,2022,(District 139857) FG-601E-BDL-950-60 | 601E Network Security/Firewall Appliance -,0,0,0,12337.42,15702.17,1,LONE GROVE INDEP SCH DIST 32,12337.42,No,Fortinet,OK,12337.42,0,0,0,28039.59
School District,221010645,140213,karla@crwconsulting.com,Extreme Networks,Switch,2299012533,2022,5320-48P-8XE,0,0,0,2145,0,7,GRAND VIEW SCHOOL DISTRICT 34,15015,No,Extreme,OK,15015,0,0,0,2145
School District,221021266,139811,riley.harpole@kelloggllc.com,Fortinet,Transceiver,2299028624,2022,(District 139811) FN-TRANSFP+SR | SFP+ transceiver module - 10 GigE - 10GBase-SR -LC multi-mode - up to 984 ft - 850 nm,0,0,0,103.71,0,2,PURCELL INDEP SCHOOL DIST 15,207.42,No,Fortinet,OK,207.42,0,0,0,103.71
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,Access Point,2299035614,2022,(ES 84778) FAP-431F-A | FORTIAP 431F - WIRELESS ACCESS POINT,0,0,0,517.66,0,4,COMMERCE PUBLIC SCHOOLS,2070.64,No,Fortinet,OK,2070.64,0,0,0,517.66
School District,221006010,139846,dchristensen@kelloggllc.com,Meraki,Access Point,2299006268,2022,(District 139846) MR-86 | Meraki Outdoor Access Point,0,0,0,1756.4,0,2,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,3512.8,No,Cisco,OK,3512.8,0,0,0,1756.4
School District,221028602,139834,riley.harpole@kelloggllc.com,Aruba,Racks & Cabinets,2299040734,2022,(District 139834) Q9G69A HPE Aruba AP-MNT-MP10-B Campus Type B - Mounting bracket,0,0,0,82.43,0,9,MILLWOOD INDEP SCHOOL DIST 37,741.87,No,Hp,OK,741.87,0,0,0,82.43
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Module,2299037871,2022,(District 139826) SSD-240G | Solid state drive - 240 GB - hot-swap - USB 3.0,0,0,0,581.59,0,3,YUKON INDEP SCHOOL DISTRICT 27,1744.77,No,Cisco,OK,1744.77,0,0,0,581.59
School District,221018858,139781,riley.harpole@kelloggllc.com,Dell,Switch,2299024414,2022,(District 139781) 210-ASPX | Dell N2248PX-ON Switch,0,0,0,5338.98,0,7,JONES INDEP SCHOOL DISTRICT I9,37372.86,No,Dell,OK,37372.86,0,0,0,5338.98
School District,221018926,139957,hamptonsh@canton.k12.ok.us,Meraki,Access Point,2299028679,2022,MR46 WAP WiFi 6,0,0,0,654.88,0,9,CANTON INDEP SCHOOL DIST 105,5893.92,No,Cisco,OK,5893.92,0,0,0,654.88
School District,221029330,140215,eratemone4u@yahoo.com,Aruba,Wireless Controller,2299041955,2022,JW744A,0,0,0,6489.09,0,1,TAHLEQUAH INDEP SCHOOL DIST 35,6489.09,No,Hp,OK,6489.09,0,0,0,6489.09
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Access Point,2299025213,2022,"(MHS 84912)  | Ubiquiti, UniFi WiFi 6 Pro",0,0,0,154,0,28,MORRIS SCHOOL DISTRICT,4312,No,Ubiquiti,OK,4312,0,0,0,154
School District,221020639,140421,terickson@smithville.k12.ok.us,Extreme Networks,"Installation, Activation, & Initial Configuration",2299028395,2022,Power cord Standard 120 v,0,0,0,12,0,2,SMITHVILLE I-14 SCHOOL DISTRICT,24,No,Extreme,OK,24,0,0,0,12
School District,221003200,140097,riley.harpole@kelloggllc.com,Juniper Networks,Connectors,2299002966,2022,(District 140097) EX-SFP-10GE-DAC-1M | SFP+ 10 GIGABIT ETHERNET DIRECT ATTACH C,0,0,0,80,0,6,SAND SPRINGS SCHOOL DISTRICT 2,480,No,Hp,OK,480,0,0,0,80
School District,221026655,139826,riley.harpole@kelloggllc.com,Cisco Systems,Switch,2299037871,2022,(District 139826) C9300-48P-EDU | Catalyst 9300 - Switch - L3 - managed,0,0,0,3903.26,0,12,YUKON INDEP SCHOOL DISTRICT 27,46839.12,No,Cisco,OK,46839.12,0,0,0,3903.26
School District,221028298,140214,rbotts@kelloggllc.com,Palo Alto,Firewall Services & Components,2299040168,2022,Palo Alto VM300 Basic,0,0,0,4651,0,1,BRIGGS SCHOOL DISTRICT 44,4651,Yes,Palo Alto,OK,4651,0,0,0,4651
School District,221036055,140437,dsovereign@kelloggllc.com,Extreme Networks,Module,2299053349,2022,(District 140437) 10930A | 300W AC Power Supply Module for Summit X620,0,0,0,300.06,0,1,WESTVILLE PUBLIC SCHOOL,300.06,No,Extreme,OK,300.06,0,0,0,300.06
School District,221014435,140315,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299017802,2022,(District 140315) 5520-24X | ExtremeSwitching 5520 24 1Gb/10Gb SFP+ Ports 2 Stacking/QSFP28 1 Unpo5520-24Tn Modules 2 Unpopulated Modular PSU Slots (Includes 1 Year XIQ Pilot Cloud Subscription),0,0,0,3638.5,0,1,IDABEL SCHOOL DISTRICT 5,3638.5,Yes,Extreme,OK,3638.5,0,0,0,3638.5
School District,221037598,140378,coxd@tecumseh.k12.ok.us,Aruba,Access Point,2299056044,2022,R7J28A,0,0,0,492.35,0,227,TECUMSEH INDEP SCHOOL DIST 92,111763.45,No,Hp,OK,111763.45,0,0,0,492.35
School District,221024932,139739,riley.harpole@kelloggllc.com,Aruba,Racks & Cabinets,2299034674,2022,(District 139739) Q9G69A | AP-MNT-MP10-B Campus Type B,0,0,0,89.25,0,4,BETHANY PUBLIC SCHOOLS,357,No,Hp,OK,357,0,0,0,89.25
Library System,221028097,140118,dsovereign@kelloggllc.com,Meraki,License,2299039907,2022,(RR-2 84633) LIC-ENT-5YR | Meraki MR Enterprise License 5YR,0,0,0,132.88,0,10,TULSA CITY-COUNTY LIBRARY SYS,1328.8,No,Cisco,OK,1328.8,0,0,0,132.88
School District,221024166,140326,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299033251,2022,(District 140326) 5320-48P-8XE | ExtremeSwitching 5320-48P-8XE - Switch- L3 - managed - 48 x 10/100/1000 + 4 x 1 Gigabit / 10 GigabitSFP+ + 2 x SFP-DD (stackable) - rack-mountable - PoE (740W) - AC,0,0,0,3766.59,0,3,BETHEL PUBLIC SCHOOLS,11299.77,No,Extreme,OK,11299.77,0,0,0,3766.59
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Switch,2299025213,2022,"(MMS 84913)  | Ubiquiti, UniFi Switch Pro 24p 400w PoE 2x 10G Uplink",0,0,0,699,0,2,MORRIS SCHOOL DISTRICT,1398,No,Ubiquiti,OK,1398,0,0,0,699
Library System,221034667,140331,jpoore@ada.lib.ok.us,SonicWALL,Firewall Services & Components,2299050935,2022,NSA4650,0,0,0,2637.25,2637.25,1,ADA PUBLIC LIBRARY,2637.25,Yes,Sonicwall,OK,2637.25,0,0,0,5274.5
School District,221020071,139934,dsovereign@kelloggllc.com,Meraki,Access Point,2299026237,2022,"(EHS 84169) MR46-HW | 802.11ac Wave 2 - Wi-Fi 6 - 2.4 GHz, 5 GHz - DC power - cloud-managed",0,0,0,760,0,12,ERICK INDEP SCHOOL DISTRICT 51,9120,No,Cisco,OK,9120,0,0,0,760
School District,221022195,139865,karla@crwconsulting.com,Ubiquiti,Switch,2299029757,2022,ES-8-150W,0,0,0,240,0,1,RINGLING INDEP SCH DISTRICT 14,240,No,Ubiquiti,OK,240,0,0,0,240
School District,221021303,140309,riley.harpole@kelloggllc.com,Cisco Systems,Wireless Controller,2299029315,2022,(District 140309) CON-SSSNT-EDUC98LF | Solution Support for Conroller,1,42.34,78.62,0,0,0,HAWORTH INDEP SCHOOL DIST 6,943.44,No,Cisco,OK,0,943.44,120.96,78.62,0
School District,221028029,140011,dsovereign@kelloggllc.com,Meraki,License,2299039833,2022,"(District 140011) LIC-MS220-24P-5YR | MS220-24P Enterprise License and Support, 5 Year -Cisco Meraki MS220-24P Cloud Managed Switch - License 1 License - 5 Year License Validation Period",0,0,0,210.84,0,5,BOISE CITY SCHOOLS,1054.2,No,Cisco,OK,1054.2,0,0,0,210.84
School District,221027197,140014,cbailey@kelloggllc.com,Ubiquiti,Access Point,2299038472,2022,(District 140014) UAP-AC-LR-US|Access Point,0,0,0,149,0,15,GOODWELL INDEP SCH DISTRICT 60,2235,Yes,Ubiquiti,OK,2235,0,0,0,149
School District,221021058,139767,collect-ed@hotmail.com,Palo Alto,Firewall Services & Components,2299027853,2022,VM-100,0,0,0,2413,949,1,RIVERSIDE SCHOOL DISTRICT 29,2413,No,Palo Alto,OK,2413,0,0,0,3362
Library System,221028097,140118,dsovereign@kelloggllc.com,Meraki,Access Point,2299039864,2022,(Library Sys 140118) MR56-HW | Meraki MR56 Wi-Fi 6 Indoor AP,0,0,0,589.97,0,146,TULSA CITY-COUNTY LIBRARY SYS,86135.62,No,Cisco,OK,86135.62,0,0,0,589.97
School District,221031296,140329,eratemone4u@yahoo.com,Extreme Networks,Switch,2299045272,2022,5320-48P-8XE,0,0,0,2153,0,2,SEMINOLE INDEP SCHOOL DIST 1,4306,No,Extreme,OK,4306,0,0,0,2153
School District,221032232,140189,cbailey@kelloggllc.com,Juniper Networks,Switch,2299046946,2022,(District 140189) B-EX230048MP-5M2-E | EX2300-48MP,0,0,0,3275.32,0,8,HULBERT PUBLIC SCHOOLS,26202.56,No,Hp,OK,26202.56,0,0,0,3275.32
School District,221036866,140190,ethompson@shadygrove.k12.ok.us,Ubiquiti,UPS/ Battery Backup,2299055094,2022,ETH-SP-G2,0,0,0,12.33,0,4,SHADY GROVE SCHOOL DISTRICT 26,49.32,No,Ubiquiti,OK,49.32,0,0,0,12.33
School District,221032394,140218,alinam@kelloggllc.com,Ubiquiti,Access Point,2299047380,2022,"(WES 84961)  | Ubiquiti, UniFi WiFi 6 Pro 4x4 MU-MIMO (U6-Pro)",0,0,0,156,0,5,WARNER INDEP SCHOOL DIST 74,780,No,Ubiquiti,OK,780,0,0,0,156
School District,221031338,140003,cbailey@kelloggllc.com,Ruckus Wireless,License,2299045333,2022,(District 140003) CLD-S71E-5001|Ruckus ICX Cloud Subscription License 5 YR,0,0,0,213.07,0,1,VICI INDEP SCHOOL DISTRICT 5,213.07,No,Ruckus,OK,213.07,0,0,0,213.07
School District,221018013,140122,cbailey@kelloggllc.com,Aruba,Switch,2299022916,2022,(District 140122) JL659A | 6300M 48SR5 CL6 PoE,0,0,0,5388.71,0,27,UNION INDEP SCHOOL DISTRICT 9,145495.17,No,Hp,OK,145495.17,0,0,0,5388.71
School District,221033274,140420,bgillham@spk12.org,Extreme Networks,Transceiver,2299049081,2022,10302,0,0,0,584.94,0,1,SHADY POINT SCHOOL DISTRICT 4,584.94,No,Extreme,OK,584.94,0,0,0,584.94
School District,221022883,140082,eratemone4u@yahoo.com,Extreme Networks,License,2299030984,2022,XCIQ-PT055-C-EW-3YK12,0,0,0,742,0,3,MOUNDS INDEP SCHOOL DISTRICT 5,2226,No,Extreme,OK,2226,0,0,0,742
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Module,2299027601,2022,(District 139861) PWR-C5-1KWAC/2 | Config 5 Power Supply - Power supply,0,0,0,1643.47,0,2,MARIETTA INDEP SCH DISTRICT 16,3286.94,No,Cisco,OK,3286.94,0,0,0,1643.47
School District,221016760,139999,jbruce@mooreland.k12.ok.us,Ruckus Wireless,License,2299021270,2022,Ruckus Cloud - Subscription license (5 years) + 5 Years Support - 1 access point - hosted - with Ruckus Analytics subscription,0,0,0,230.11,0,45,MOORELAND INDEP SCH DIST IOO 2,10354.95,No,Ruckus,OK,10354.95,0,0,0,230.11
School District,221017736,140038,dsovereign@kelloggllc.com,Cisco Systems,License,2299023205,2022,"C9300-DNA-A-24-3Y | C9300 DNA Advantage, 24--Port, 3 Year Term License",0,0,0,864.58,0,7,BARTLESVILLE SCHOOL DISTRICT,6052.06,No,Cisco,OK,6052.06,0,0,0,864.58
School District,221038707,140039,mwood@kelloggllc.com,Meraki,License,2299057785,2022,"LIC-ENT-3YR | MR Enterprise License, 3YR",0,0,0,173.63,0,20,TRI-COUNTY TECHNOLOGY CENTER,3472.6,No,Cisco,OK,3472.6,0,0,0,173.63
School District,221028602,139834,riley.harpole@kelloggllc.com,Aruba,Cabling,2299040734,2022,(District 139834) JW124A | Power cable,0,0,0,1.71,0,0,MILLWOOD INDEP SCHOOL DIST 37,0,No,Hp,OK,0,0,0,0,1.71
School District,221023551,140278,karla@crwconsulting.com,Fortinet,Switch,2299031974,2022,FS-148F-FPOE,0,0,0,1291.16,0,9,WOODLAND SCHOOL DIST I 90,11620.44,No,Fortinet,OK,11620.44,0,0,0,1291.16
School District,221003200,140097,riley.harpole@kelloggllc.com,Juniper Networks,Switch,2299002966,2022,"(District 140097) EX2300-48P | EX2300 48-PORT 10/100/1000BASET POE+, 4",0,0,0,2314.78,0,4,SAND SPRINGS SCHOOL DISTRICT 2,9259.12,No,Hp,OK,9259.12,0,0,0,2314.78
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Switch,2299027601,2022,(District 139861) C9200L-48PXG4X-EDU | Catalyst 9200L - Switch - L3,0,0,0,4766.89,0,3,MARIETTA INDEP SCH DISTRICT 16,14300.67,No,Cisco,OK,14300.67,0,0,0,4766.89
School District,221019376,140194,alinam@kelloggllc.com,Ubiquiti,Switch,2299025213,2022,"(MES 84911)  | Ubiquiti, UniFi Switch Pro 48p 600w PoE 4x 10G Uplink",0,0,0,1099,0,3,MORRIS SCHOOL DISTRICT,3297,No,Ubiquiti,OK,3297,0,0,0,1099
School District,221024890,140324,dsovereign@kelloggllc.com,Aruba,Access Point,2299034577,2022,(HME 85177) Q9G69A | HPE Aruba AP-MNT-MP10-B Campus Type B - Mountingbracket (pack of 10),0,0,0,89.25,0,2,SHAWNEE INDEP SCHOOL DIST I-93,178.5,No,Hp,OK,178.5,0,0,0,89.25
School District,221032232,140189,cbailey@kelloggllc.com,Juniper Networks,License,2299046946,2022,(District 140189) EX2300-VC | EX2300 Virtual Chassis License,0,0,0,546.94,0,0,HULBERT PUBLIC SCHOOLS,0,No,Hp,OK,0,0,0,0,546.94
School District,221015396,140044,riley.harpole@kelloggllc.com,Extreme Networks,Switch,2299019376,2022,(District 140044) 5520-24X | ExtremeSwitching 5520 24 1Gb/10Gb SFP+ Ports 2 Stacking/QSFP28,0,0,0,5300,0,1,BROKEN ARROW SCHOOL DISTRICT 3,5300,No,Extreme,OK,5300,0,0,0,5300
School District,221025096,140230,riley.harpole@kelloggllc.com,Ubiquiti,Switch,2299034957,2022,"(District 140230)  | Ubiquiti, UniFi Switch Pro 24p 400w PoE 2x 10G Uplink",0,0,0,699,0,1,ALBION SCHOOL DISTRICT 2,699,No,Ubiquiti,OK,699,0,0,0,699
School District,221032394,140218,alinam@kelloggllc.com,Ubiquiti,Switch,2299047380,2022,"(WES 84961)  | Ubiquiti, UniFi Switch Pro 48p 600w PoE 4x 10G Uplink",0,0,0,1099,0,2,WARNER INDEP SCHOOL DIST 74,2198,No,Ubiquiti,OK,2198,0,0,0,1099
School District,221028488,140193,karla@crwconsulting.com,Ubiquiti,Switch,2299040508,2022,USW-Pro-48-POE,0,0,0,1099,0,8,INDIANOLA INDEP SCHOOL DIST 25,8792,No,Ubiquiti,OK,8792,0,0,0,1099
School District,221028127,139958,cbailey@kelloggllc.com,Ubiquiti,Switch,2299039810,2022,(District 139958) USW-PRO-48-POE|48 Port Switch,0,0,0,1245.48,0,3,CHEROKEE INDEP SCHOOL DIST 46,3736.44,No,Ubiquiti,OK,3736.44,0,0,0,1245.48
School District,221017736,140038,dsovereign@kelloggllc.com,Cisco Systems,Switch,2299023205,2022,"C9300-48P-EDU | Catalyst 9300 4 8-port PoE+, K12",0,0,0,4330.27,0,41,BARTLESVILLE SCHOOL DISTRICT,177541.07,No,Cisco,OK,177541.07,0,0,0,4330.27
School District,221026772,140414,cbailey@kelloggllc.com,Ubiquiti,Switch,2299037722,2022,"(District 140414) USW-PRO-48-POE|Ubiquiti USW-PRO-POE Layer 3 Switch-48 Ports-Manageable-3 Layer Supported-Modular-Optical Fiber, Twisted Pair-IU High-Rack-mountable-1 Year Limited Warranty 802.3BT POE LAYER3 FEATURES SFP+",0,0,0,1099,0,8,ROLAND INDEP SCHOOL DISTRICT 5,8792,No,Ubiquiti,OK,8792,0,0,0,1099
School District,221024890,140324,dsovereign@kelloggllc.com,Aruba,Access Point,2299034577,2022,(WRES 85170) Q9G69A | HPE Aruba AP-MNT-MP10-B Campus Type B - Mountingbracket (pack of 10),0,0,0,89.25,0,3,SHAWNEE INDEP SCHOOL DIST I-93,267.75,No,Hp,OK,267.75,0,0,0,89.25
School District,221020885,139861,dsovereign@kelloggllc.com,Cisco Systems,Module,2299027601,2022,(District 139861) C9200LSTACK-KIT | Network stacking module,0,0,0,684.78,0,4,MARIETTA INDEP SCH DISTRICT 16,2739.12,No,Cisco,OK,2739.12,0,0,0,684.78
School District,221032673,139966,aweibling@garber.k12.ok.us,Meraki,"Fees, Taxes, etc.",2299054053,2022,USI Travel Related Travel Expenses for Meraki Switch install,0,0,0,145,0,1,GARBER INDEP SCHOOL DIST 47,145,Yes,Cisco,OK,145,0,0,0,145
School District,221020316,140061,drew@myerateguy.com,Extreme Networks,Switch,2299026649,2022,5320-48P-8XE,0,0,0,4071,0,2,Depew Public Schools,8142,No,Extreme,OK,8142,0,0,0,4071
Library System,221028097,140118,dsovereign@kelloggllc.com,Cisco Systems,Router,2299039907,2022,"(BR-2 84628) ISR4331-AXV/K9 | Cisco ISR 4331 AXV Bundle,PVDM4-32 w/APP,SEC,UC Lic",0,0,0,1446.39,1631.03,1,TULSA CITY-COUNTY LIBRARY SYS,1446.39,No,Cisco,OK,1446.39,0,0,0,3077.42
School District,221025509,140134,riley.harpole@kelloggllc.com,Fortinet,Module,2299035614,2022,(District 140134) FN-TRAN-SFP+LR | SFP+ TRANSCEIVER MODULE - 10 GIGE - 10GBASE-LR,0,0,0,183.88,0,2,COMMERCE PUBLIC SCHOOLS,367.76,No,Fortinet,OK,367.76,0,0,0,183.88
School District,221033274,140420,bgillham@spk12.org,Extreme Networks,Access Point,2299049081,2022,AP410C-FCC,0,0,0,394.94,0,2,SHADY POINT SCHOOL DISTRICT 4,789.88,No,Extreme,OK,789.88,0,0,0,394.94
School District,221010645,140213,karla@crwconsulting.com,Extreme Networks,Cabling,2299012533,2022,10304.0,0,0,0,50,0,5,GRAND VIEW SCHOOL DISTRICT 34,250,No,Extreme,OK,250,0,0,0,50
