applicant_type,application_number,ben,cnct_email,form_471_manufacturer_name,form_471_product_name,funding_request_number,funding_year,model_of_equipment,monthly_quantity,monthly_recur_ineligible_cost,monthly_recurring_unit_eligible_costs,one_time_eligible_costs,one_time_ineligible_cost,one_time_quantity,organization_name,pre_discount_extended_eligible_line_item_costs,price,standardized_vendor,state,total_eligible_one_time_costs,total_eligible_recurring_costs,total_monthly_cost,total_monthly_eligible_recurring_costs,total_one_time_cost
School District,251002291,141259,dzarillo@e-ratecentral.com,Aruba,Racks & Cabinets,2599026709,2025,R3J16A,0,0,0,14.08,0,3,MONTGOMERY INDEP SCHOOL DIST,42.24,No,Hp,TX,42.24,0,0,0,14.08
School,251042554,17021111,dhartzell@vstservices.com,Juniper Networks,Switch,2599060879,2025,EX4100-F-24P,1,0,0,1159.42,0,3,Eleanor Kolitz Hebrew Language Academy,3478.26,No,Hp,TX,3478.26,0,0,0,1159.42
School District,251040848,140951,bwilliams@slidellisd.net,Fortinet,Access Point,2599058366,2025,FAP-231G-A,0,0,0,245.47,0,24,SLIDELL INDEP SCHOOL DISTRICT,5891.28,No,Fortinet,TX,5891.28,0,0,0,245.47
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,Cabling,2599054864,2025,CAB-SPWR-150CM=,0,0,0,139.15,0,3,City of San Antonio,417.45,No,Cisco,TX,417.45,0,0,0,139.15
School District,251040802,140623,dhartzell@vstservices.com,Ruckus Wireless,Switch,2599058276,2025,ICX8200-24ZP,1,0,0,3377,0,4,TRENTON INDEP SCHOOL DISTRICT,13508,No,Ruckus,TX,13508,0,0,0,3377
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599031939,2025,JW055A,0,0,0,20.26,0,8,LIBERTY HILL IND SCHOOL DIST,162.08,Yes,Hp,TX,162.08,0,0,0,20.26
School District,251002291,141259,dzarillo@e-ratecentral.com,Aruba,Module,2599026710,2025,JL087A,0,0,0,650.76,0,20,MONTGOMERY INDEP SCHOOL DIST,13015.2,No,Hp,TX,13015.2,0,0,0,650.76
School District,251000664,141716,trains@esc12.net,Aruba,Module,2599031939,2025,JL086A,0,0,0,257.8,0,60,LIBERTY HILL IND SCHOOL DIST,15468,Yes,Hp,TX,15468,0,0,0,257.8
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,License,2599054864,2025,C9300-DNA-A-48-5Y,0,0,0,3714.26,0,25,City of San Antonio,92856.5,No,Cisco,TX,92856.5,0,0,0,3714.26
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599032025,2025,R7J28A,0,0,0,533.71,0,75,LIBERTY HILL IND SCHOOL DIST,40028.25,Yes,Hp,TX,40028.25,0,0,0,533.71
School District,251042620,17047932,john@comaudit.services,Hewlett Packard,Transceiver,2599061003,2025,JH232A,0,0,0,7204.81,0,7,Leadership Prep School of Frisco,50433.67,No,Hp,TX,50433.67,0,0,0,7204.81
School District,251040802,140623,dhartzell@vstservices.com,Ruckus Wireless,Access Point,2599058276,2025,901-R650,1,0,0,471,0,14,TRENTON INDEP SCHOOL DISTRICT,6594,No,Ruckus,TX,6594,0,0,0,471
School District,251019348,141465,kroiuk@kelloggllc.com,Cisco Systems,UPS/ Battery Backup,2599023695,2025,PWR-C1-1100WAC-P/2,0,0,0,410.82,0,20,MEDINA VALLEY INDEP SCH DIST,8216.4,No,Cisco,TX,8216.4,0,0,0,410.82
School District,251000664,141716,trains@esc12.net,Aruba,License,2599032011,2025,Q9Y59AAE,0,0,0,133.99,0,100,LIBERTY HILL IND SCHOOL DIST,13399,Yes,Hp,TX,13399,0,0,0,133.99
School District,251040802,140623,dhartzell@vstservices.com,Ruckus Wireless,Transceiver,2599058276,2025,SFP-10GBIC,1,0,0,80,0,4,TRENTON INDEP SCHOOL DISTRICT,320,No,Ruckus,TX,320,0,0,0,80
School District,251020996,141018,courtney@crwconsulting.com,Juniper Networks,Access Point,2599026379,2025,B-AP45-2S-5Y-E,0,0,0,1166,0,1,GRAHAM INDEP SCHOOL DISTRICT,1166,Yes,Hp,TX,1166,0,0,0,1166
School District,251042418,141982,dhartzell@vstservices.com,Aruba,Switch,2599060687,2025,R8S92A,1,0,0,6717.25,0,8,FRENSHIP INDEP SCHOOL DISTRICT,53738,No,Hp,TX,53738,0,0,0,6717.25
School District,251002291,141259,dzarillo@e-ratecentral.com,Aruba,Access Point,2599026709,2025,1011-00-WH,0,0,0,119,0,10,MONTGOMERY INDEP SCHOOL DIST,1190,No,Hp,TX,1190,0,0,0,119
School,251042554,17021111,dhartzell@vstservices.com,Juniper Networks,Access Point,2599060879,2025,B-AP32-1S-3Y-E,1,0,0,495.1,0,34,Eleanor Kolitz Hebrew Language Academy,16833.4,No,Hp,TX,16833.4,0,0,0,495.1
School District,251036615,140771,tim@ecspecialists.net,Ubiquiti,Caching Equipment,2599051863,2025,Protect Enterprise NVR,0,0,0,2249.95,0,1,CENTERVILLE INDEP SCHOOL DIST,2249.95,No,Ubiquiti,TX,2249.95,0,0,0,2249.95
School District,251042620,17047932,john@comaudit.services,Hewlett Packard,Access Point,2599061003,2025,R7J28A,0,0,0,966.11,0,51,Leadership Prep School of Frisco,49271.61,No,Hp,TX,49271.61,0,0,0,966.11
School District,251019348,141465,kroiuk@kelloggllc.com,Cisco Systems,UPS/ Battery Backup,2599023695,2025,C9K-PWR-650WAC-R/2,0,0,0,486.82,0,1,MEDINA VALLEY INDEP SCH DIST,486.82,No,Cisco,TX,486.82,0,0,0,486.82
School District,251014951,141019,eratemone4u@yahoo.com,Cisco Systems,Switch,2599017372,2025,MS130-48X-HW,0,0,0,2636.89,0,1,GORDON INDEP SCHOOL DISTRICT,2636.89,No,Cisco,TX,2636.89,0,0,0,2636.89
School District,251015985,140592,tidwellr@leonardisd.net,Meraki,License,2599018808,2025,"Meraki MS130-24 Enterprise License, 7Yr",0,0,0,403.24,0,8,LEONARD INDEP SCHOOL DISTRICT,3225.92,No,Cisco,TX,3225.92,0,0,0,403.24
School District,251000079,141237,masmith@esc12.net,Cisco Systems,License,2599020432,2025,C9400-DNA-A-7Y,0,0,0,11174.54,0,2,CONROE INDEP SCHOOL DISTRICT,22349.08,No,Cisco,TX,22349.08,0,0,0,11174.54
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599031939,2025,R7J28A,0,0,0,533.71,0,192,LIBERTY HILL IND SCHOOL DIST,102472.32,Yes,Hp,TX,102472.32,0,0,0,533.71
School District,251036374,141905,rholcombe@floydadaisd.esc17.net,Ruckus,Wireless Controller,2599051578,2025,SmartZone 144 with Watch Dog Support,0,0,0,7346.46,0,1,FLOYDADA INDEP SCHOOL DISTRICT,7346.46,No,Ruckus,TX,7346.46,0,0,0,7346.46
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Module,2599020363,2025,C9400-LC-48HN,0,0,0,3761.57,0,0,CONROE INDEP SCHOOL DISTRICT,0,No,Cisco,TX,0,0,0,0,3761.57
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Module,2599020363,2025,C9400X-SUP-2-B,0,0,0,1590.76,0,0,CONROE INDEP SCHOOL DISTRICT,0,No,Cisco,TX,0,0,0,0,1590.76
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599032018,2025,S0P50A,0,0,0,1189.4,0,2,LIBERTY HILL IND SCHOOL DIST,2378.8,Yes,Hp,TX,2378.8,0,0,0,1189.4
School District,251019348,141465,kroiuk@kelloggllc.com,Cisco Systems,Module,2599023695,2025,SSD-240G,0,0,0,953.94,0,20,MEDINA VALLEY INDEP SCH DIST,19078.8,No,Cisco,TX,19078.8,0,0,0,953.94
School District,251002291,141259,dzarillo@e-ratecentral.com,Aruba,License,2599026710,2025,H1L06A500FN,0,0,0,1264.38,541.87,3,MONTGOMERY INDEP SCHOOL DIST,3793.14,No,Hp,TX,3793.14,0,0,0,1806.25
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,License,2599047950,2025,CON-SNT-C8500L8X,1,0,0,1634.58,383.42,1,HARLINGEN CONS INDEP SCH DIST,1634.58,No,Cisco,TX,1634.58,0,0,0,2018
School District,251001772,140738,susan.vardeman@esc12.net,Ubiquiti,Switch,2599021175,2025,USW-Pro-Max-24-PoE,0,0,0,750.38,0,3,NECHES INDEP SCHOOL DISTRICT,2251.14,No,Ubiquiti,TX,2251.14,0,0,0,750.38
School District,251040989,141653,c.garza2@lajoyaisd.net,Cisco Systems,License,2599058591,2025,C9300-DNA-E-48-3Y,0,0,0,456.33,0,14,LA JOYA INDEP SCHOOL DISTRICT,6388.62,No,Cisco,TX,6388.62,0,0,0,456.33
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,Antenna,2599047950,2025,MA-ANT-25,1,0,0,115.58,0,4,HARLINGEN CONS INDEP SCH DIST,462.32,No,Cisco,TX,462.32,0,0,0,115.58
School District,251038996,140998,mhoward@albany.esc14.net,Fortinet,Switch,2599055709,2025,FS-448E-FPOE,0,0,0,0,0,2,ALBANY INDEP SCHOOL DISTRICT,0,No,Fortinet,TX,0,0,0,0,0
School District,251042418,141982,dhartzell@vstservices.com,Aruba,Module,2599060687,2025,JL085A#ABA,1,0,0,204.98,0,16,FRENSHIP INDEP SCHOOL DISTRICT,3279.68,No,Hp,TX,3279.68,0,0,0,204.98
School District,251036374,141905,rholcombe@floydadaisd.esc17.net,Ruckus,License,2599051578,2025,ICX7150-SVL-RMT-1,0,0,0,0,97.99,3,FLOYDADA INDEP SCHOOL DISTRICT,0,No,Ruckus,TX,0,0,0,0,97.99
School District,251042419,141063,dhartzell@vstservices.com,Fortinet,License,2599060690,2025,FC-10-F120G-247-02-60,1,0,0,408,1992,1,JARRELL INDEP SCHOOL DISTRICT,408,No,Fortinet,TX,408,0,0,0,2400
School District,251042419,141063,dhartzell@vstservices.com,Aruba,Cabling,2599060690,2025,J9281D,1,0,0,55,0,20,JARRELL INDEP SCHOOL DISTRICT,1100,No,Hp,TX,1100,0,0,0,55
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,Switch,2599047950,2025,C9300X-48TX-EDU,1,0,0,4511.54,0,3,HARLINGEN CONS INDEP SCH DIST,13534.62,No,Cisco,TX,13534.62,0,0,0,4511.54
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Cabling,2599020438,2025,STACK-T1-1M,0,0,0,62.69,0,0,CONROE INDEP SCHOOL DISTRICT,0,No,Cisco,TX,0,0,0,0,62.69
School District,251028466,17034093,ignacio.gonzalez@estreamtech.com,Extreme Networks,License,2599039020,2025,EXRM-USK12-STD-A-S-C-EW-3Y,0,0,0,0,0,25,Etoile Academy Charter School District,0,No,Extreme,TX,0,0,0,0,0
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,Switch,2599054864,2025,C9300-48UXM-A,0,0,0,6096.57,0,1,City of San Antonio,6096.57,No,Cisco,TX,6096.57,0,0,0,6096.57
School District,251040779,141557,dhartzell@vstservices.com,Cisco Systems,Module,2599058239,2025,C9300-NM-8X,1,0,0,1191.46,0,6,EAST CENTRAL SCHOOL DISTRICT,7148.76,No,Cisco,TX,7148.76,0,0,0,1191.46
School District,251019348,141465,kroiuk@kelloggllc.com,Cisco Systems,Switch,2599023695,2025,C9500-48Y4C-EDU,0,0,0,5234.83,0,1,MEDINA VALLEY INDEP SCH DIST,5234.83,No,Cisco,TX,5234.83,0,0,0,5234.83
School District,251020996,141018,courtney@crwconsulting.com,Juniper Networks,Access Point,2599026379,2025,B-AP63-2S-5Y-E,0,0,0,1426,0,3,GRAHAM INDEP SCHOOL DISTRICT,4278,Yes,Hp,TX,4278,0,0,0,1426
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599032025,2025,R3J18A,0,0,0,10.27,0,75,LIBERTY HILL IND SCHOOL DIST,770.25,Yes,Hp,TX,770.25,0,0,0,10.27
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Switch,2599020432,2025,C9410R-96U-BDL-EDU,0,0,0,9215.86,0,2,CONROE INDEP SCHOOL DISTRICT,18431.72,No,Cisco,TX,18431.72,0,0,0,9215.86
School District,251002291,141259,dzarillo@e-ratecentral.com,Aruba,Switch,2599026710,2025,JL658A,0,0,0,9164.76,0,1,MONTGOMERY INDEP SCHOOL DIST,9164.76,No,Hp,TX,9164.76,0,0,0,9164.76
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,License,2599047950,2025,C9300-DNA-A-48-3Y,1,0,0,1471.62,0,8,HARLINGEN CONS INDEP SCH DIST,11772.96,No,Cisco,TX,11772.96,0,0,0,1471.62
School District,251040779,141557,dhartzell@vstservices.com,Cisco Systems,Cabling,2599058239,2025,CAB-SPWR-30CM,1,0,0,44.39,0,6,EAST CENTRAL SCHOOL DISTRICT,266.34,No,Cisco,TX,266.34,0,0,0,44.39
School District,251042418,141982,dhartzell@vstservices.com,Aruba,Transceiver,2599060687,2025,R8Q70A,1,0,0,3275.18,0,72,FRENSHIP INDEP SCHOOL DISTRICT,235812.96,No,Hp,TX,235812.96,0,0,0,3275.18
School,251034814,17048162,john@comaudit.services,Meraki,License,2599049149,2025,LIC-ENT-5YR,0,0,0,346.4,0,15,Unparalleled Preparatory Academy,5196,No,Cisco,TX,5196,0,0,0,346.4
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Switch,2599020438,2025,C9300-48UN-EDU,0,0,0,3918.31,0,5,CONROE INDEP SCHOOL DISTRICT,19591.55,No,Cisco,TX,19591.55,0,0,0,3918.31
School District,251001772,140738,susan.vardeman@esc12.net,Ubiquiti,Access Point,2599014780,2025,UCK-G2-SSD,0,0,0,267.44,0,1,NECHES INDEP SCHOOL DISTRICT,267.44,No,Ubiquiti,TX,267.44,0,0,0,267.44
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,Cabling,2599047950,2025,QSFP-H40G-AOC3M-ENC,1,0,0,116.66,0,6,HARLINGEN CONS INDEP SCH DIST,699.96,No,Cisco,TX,699.96,0,0,0,116.66
School District,251015985,140592,tidwellr@leonardisd.net,Meraki,License,2599018808,2025,"MS130-48 Enterprise License and Support, 7 Yr",0,0,0,697.53,0,12,LEONARD INDEP SCHOOL DISTRICT,8370.36,No,Cisco,TX,8370.36,0,0,0,697.53
School District,251040779,141557,dhartzell@vstservices.com,Cisco Systems,Module,2599058239,2025,PWR-C1-1100WAC-P/2,1,0,0,887.75,0,3,EAST CENTRAL SCHOOL DISTRICT,2663.25,No,Cisco,TX,2663.25,0,0,0,887.75
School District,251042620,17047932,john@comaudit.services,Hewlett Packard,Cabling,2599061003,2025,ROZ25A,0,0,0,353.58,0,15,Leadership Prep School of Frisco,5303.7,No,Hp,TX,5303.7,0,0,0,353.58
School District,251040779,141557,dhartzell@vstservices.com,Cisco Systems,Access Point,2599058239,2025,CW9164I-B,1,0,0,871.36,0,233,EAST CENTRAL SCHOOL DISTRICT,203026.88,No,Cisco,TX,203026.88,0,0,0,871.36
School District,251040802,140623,dhartzell@vstservices.com,Ruckus Wireless,Switch,2599058276,2025,ICX8200-24P,1,0,0,1273,0,1,TRENTON INDEP SCHOOL DISTRICT,1273,No,Ruckus,TX,1273,0,0,0,1273
School District,251042700,140680,dhartzell@vstservices.com,Aruba,Module,2599061132,2025,JL086A,1,0,0,331.92,0,10,GLADEWATER INDEP SCHOOL DIST,3319.2,No,Hp,TX,3319.2,0,0,0,331.92
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,Access Point,2599047950,2025,MR86-HW,1,0,0,753.49,0,2,HARLINGEN CONS INDEP SCH DIST,1506.98,No,Cisco,TX,1506.98,0,0,0,753.49
School District,251036374,141905,rholcombe@floydadaisd.esc17.net,Fortinet,Firewall Services & Components,2599051578,2025,FG-100F-BDL-950-36,0,0,0,6304.98,6057.72,1,FLOYDADA INDEP SCHOOL DISTRICT,6304.98,No,Fortinet,TX,6304.98,0,0,0,12362.7
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Module,2599020432,2025,C9400X-SUP-2-B,0,0,0,1590.76,0,2,CONROE INDEP SCHOOL DISTRICT,3181.52,No,Cisco,TX,3181.52,0,0,0,1590.76
School District,251000804,141410,matthew.obryant@esc12.net,Fortinet,Firewall Services & Components,2599018875,2025,FG-200G,0,0,0,4112.99,0,1,FRANKLIN INDEP SCHOOL DISTRICT,4112.99,No,Fortinet,TX,4112.99,0,0,0,4112.99
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,Module,2599054864,2025,C9300-NM-8X,0,0,0,1538.34,0,17,City of San Antonio,26151.78,No,Cisco,TX,26151.78,0,0,0,1538.34
School District,251042418,141982,dhartzell@vstservices.com,Aruba,Cabling,2599060687,2025,JL488A,1,0,0,101.23,0,8,FRENSHIP INDEP SCHOOL DISTRICT,809.84,No,Hp,TX,809.84,0,0,0,101.23
School District,251025646,140875,robin.dulock@esc12.net,Ubiquiti,Switch,2599041971,2025,EFG,0,0,0,830.46,723.54,2,PARADISE INDEP SCHOOL DISTRICT,1660.92,No,Ubiquiti,TX,1660.92,0,0,0,1554
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,License,2599047950,2025,CON-SNT-FPR3120N,1,0,0,2822.04,661.96,1,HARLINGEN CONS INDEP SCH DIST,2822.04,No,Cisco,TX,2822.04,0,0,0,3484
School District,251042419,141063,dhartzell@vstservices.com,Aruba,Switch,2599060690,2025,JL658A,1,0,0,7275,0,2,JARRELL INDEP SCHOOL DISTRICT,14550,No,Hp,TX,14550,0,0,0,7275
School District,251000259,141728,sferrero@esc12.net,Cisco Systems,Module,2599033589,2025,NIM-4FXO,0,0,0,448.25,0,3,MARBLE FALLS INDEP SCHOOL DIST,1344.75,No,Cisco,TX,1344.75,0,0,0,448.25
School District,251000079,141237,masmith@esc12.net,Cisco Systems,License,2599020432,2025,C9300-DNA-E-48-7Y,0,0,0,976.24,0,10,CONROE INDEP SCHOOL DISTRICT,9762.4,No,Cisco,TX,9762.4,0,0,0,976.24
Library,251042267,141430,tobysykes@eratesolutions.com,Fortinet,License,2599060492,2025,FC-10-F100F-928-02-36,0,0,0,1142.28,1863.71,1,VICTORIA PUBLIC LIBRARY,1142.28,No,Fortinet,TX,1142.28,0,0,0,3005.99
Library,251042268,141430,tobysykes@eratesolutions.com,Dell,Caching Equipment,2599060496,2025,PowerEdge R550 Fully Configurable,0,0,0,5458.63,12736.8,1,VICTORIA PUBLIC LIBRARY,5458.63,No,Dell,TX,5458.63,0,0,0,18195.43
School District,251040989,141653,c.garza2@lajoyaisd.net,Cisco Systems,Cabling,2599058591,2025,CAB-SPWR-30CM,0,0,0,32.46,0,14,LA JOYA INDEP SCHOOL DISTRICT,454.44,No,Cisco,TX,454.44,0,0,0,32.46
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,Module,2599054864,2025,C9300-NM-8X=,0,0,0,1595.36,0,3,City of San Antonio,4786.08,No,Cisco,TX,4786.08,0,0,0,1595.36
School District,251000664,141716,trains@esc12.net,Aruba,Module,2599032038,2025,SFP-10GSR-85,0,0,0,28.6,0,4,LIBERTY HILL IND SCHOOL DIST,114.4,Yes,Hp,TX,114.4,0,0,0,28.6
School District,251040848,140951,bwilliams@slidellisd.net,Fortinet,License,2599058366,2025,FC-10_PG231-247-02-36,0,0,0,73.65,0,24,SLIDELL INDEP SCHOOL DISTRICT,1767.6,No,Fortinet,TX,1767.6,0,0,0,73.65
School District,251036615,140771,tim@ecspecialists.net,Ubiquiti,Connectors,2599051863,2025,U Fiber Multi-Mode SFP 10G (2-Pack),0,0,0,54.99,0,2,CENTERVILLE INDEP SCHOOL DIST,109.98,No,Ubiquiti,TX,109.98,0,0,0,54.99
School District,251040989,141653,c.garza2@lajoyaisd.net,Cisco Systems,License,2599058591,2025,C9500-DNA-L-A-3Y,0,0,0,2892.8,0,1,LA JOYA INDEP SCHOOL DISTRICT,2892.8,No,Cisco,TX,2892.8,0,0,0,2892.8
School District,251002602,140746,phollingsworth@e-ratecentral.com,Ruckus Wireless,Switch,2599032743,2025,ICX8200-48ZP2-E2,0,0,0,4799.05,0,10,TROUP INDEP SCHOOL DISTRICT,47990.5,No,Ruckus,TX,47990.5,0,0,0,4799.05
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,Racks & Cabinets,2599054864,2025,ACS-900-RM-19,0,0,0,52.28,0,1,City of San Antonio,52.28,No,Cisco,TX,52.28,0,0,0,52.28
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599032018,2025,R7J28A,0,0,0,533.71,0,71,LIBERTY HILL IND SCHOOL DIST,37893.41,Yes,Hp,TX,37893.41,0,0,0,533.71
School District,251019348,141465,kroiuk@kelloggllc.com,Cisco Systems,License,2599023695,2025,EDU-DNA-A-3Y,0,0,0,120.01,0,20,MEDINA VALLEY INDEP SCH DIST,2400.2,No,Cisco,TX,2400.2,0,0,0,120.01
School District,251002602,140746,phollingsworth@e-ratecentral.com,Aruba,Access Point,2599032748,2025,R7J39A  AP-655,0,0,0,796.81,0,30,TROUP INDEP SCHOOL DISTRICT,23904.3,No,Hp,TX,23904.3,0,0,0,796.81
School District,251042419,141063,dhartzell@vstservices.com,Aruba,License,2599060690,2025,Q9Y60AAE,1,0,0,199,0,160,JARRELL INDEP SCHOOL DISTRICT,31840,No,Hp,TX,31840,0,0,0,199
Consortium,251038515,17012698,haley.smith@sanantonio.gov,Cisco Systems,License,2599054864,2025,SL-900-SEC,0,0,0,0,369.05,1,City of San Antonio,0,No,Cisco,TX,0,0,0,0,369.05
School,251041794,86347,shauna.a.wilkins@gmail.com,Ubiquiti,Switch,2599059921,2025,Unifi Pro 48 PoE - 48 port cloud managed switch,0,0,0,1199,0,3,CALVARY LUTHERAN SCHOOL,3597,No,Ubiquiti,TX,3597,0,0,0,1199
School District,251042418,141982,dhartzell@vstservices.com,Ruckus Wireless,License,2599060689,2025,CLD-ANAP-5001,1,0,0,0,0,18,FRENSHIP INDEP SCHOOL DISTRICT,0,No,Ruckus,TX,0,0,0,0,0
School District,251000079,141237,masmith@esc12.net,Cisco Systems,License,2599020363,2025,C9400-DNA-A-7Y,0,0,0,11174.54,0,0,CONROE INDEP SCHOOL DISTRICT,0,No,Cisco,TX,0,0,0,0,11174.54
School District,251014951,141019,eratemone4u@yahoo.com,Meraki,Switch,2599017372,2025,LIC-MS130-24-3Y,0,0,0,0,0,2,GORDON INDEP SCHOOL DISTRICT,0,No,Cisco,TX,0,0,0,0,0
School District,251042418,141982,dhartzell@vstservices.com,Ruckus Wireless,License,2599060689,2025,S51-0001-5LER,1,0,0,35.71,0,30,FRENSHIP INDEP SCHOOL DISTRICT,1071.3,No,Ruckus,TX,1071.3,0,0,0,35.71
School,251022988,16045817,dsimmons@apagalv.org,Ubiquiti,Switch,2599029666,2025,48-Port PoE,0,0,0,645,0,0,AMBASSADORS PREPARATORY ACADEMY,0,No,Ubiquiti,TX,0,0,0,0,645
School District,251000664,141716,trains@esc12.net,Aruba,License,2599032038,2025,Q9Y79AAE,0,0,0,560.46,0,4,LIBERTY HILL IND SCHOOL DIST,2241.84,Yes,Hp,TX,2241.84,0,0,0,560.46
School District,251042418,141982,dhartzell@vstservices.com,Fortinet,License,2599060688,2025,FC-10-GT51G-247-02-12,1,0,0,77.35,13.65,2,FRENSHIP INDEP SCHOOL DISTRICT,154.7,No,Fortinet,TX,154.7,0,0,0,91
School District,251020996,141018,courtney@crwconsulting.com,Juniper Networks,Access Point,2599026379,2025,B-AP34-2S-5Y-E,0,0,0,952,0,14,GRAHAM INDEP SCHOOL DISTRICT,13328,Yes,Hp,TX,13328,0,0,0,952
School District,251000664,141716,trains@esc12.net,Aruba,Access Point,2599032025,2025,S0P50A,0,0,0,1189.4,0,2,LIBERTY HILL IND SCHOOL DIST,2378.8,Yes,Hp,TX,2378.8,0,0,0,1189.4
School District,251000259,141728,sferrero@esc12.net,Cisco Systems,License,2599033589,2025,DNA-P-T1-A-3Y,0,0,0,3322.61,0,3,MARBLE FALLS INDEP SCHOOL DIST,9967.83,No,Cisco,TX,9967.83,0,0,0,3322.61
School,251034814,17048162,john@comaudit.services,Meraki,Switch,2599049149,2025,MS130-48X,0,0,0,3792.46,0,2,Unparalleled Preparatory Academy,7584.92,No,Cisco,TX,7584.92,0,0,0,3792.46
School District,251000664,141716,trains@esc12.net,Aruba,Cabling,2599032025,2025,JL488A,0,0,0,113.5,0,10,LIBERTY HILL IND SCHOOL DIST,1135,Yes,Hp,TX,1135,0,0,0,113.5
School District,251001772,140738,susan.vardeman@esc12.net,Netgear,License,2599021175,2025,PMB0313-10000S,0,0,0,167.89,0,2,NECHES INDEP SCHOOL DISTRICT,335.78,No,Netgear,TX,335.78,0,0,0,167.89
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,Switch,2599047950,2025,C9300-48UXM-EDU,1,0,0,4352.07,0,32,HARLINGEN CONS INDEP SCH DIST,139266.24,No,Cisco,TX,139266.24,0,0,0,4352.07
School District,251000664,141716,trains@esc12.net,Aruba,Switch,2599033062,2025,JL704C,0,0,0,14250,0,1,LIBERTY HILL IND SCHOOL DIST,14250,Yes,Hp,TX,14250,0,0,0,14250
School,251042554,17021111,dhartzell@vstservices.com,Juniper Networks,License,2599060879,2025,S-EX-S-C3-3M1-C-E,1,0,0,437.31,0,3,Eleanor Kolitz Hebrew Language Academy,1311.93,No,Hp,TX,1311.93,0,0,0,437.31
School District,251019348,141465,kroiuk@kelloggllc.com,Cisco Systems,Cabling,2599023695,2025,STACK-T1-50CM,0,0,0,21.62,0,20,MEDINA VALLEY INDEP SCH DIST,432.4,No,Cisco,TX,432.4,0,0,0,21.62
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Module,2599020363,2025,C9400-PWR-2100AC,0,0,0,639.47,0,0,CONROE INDEP SCHOOL DISTRICT,0,No,Cisco,TX,0,0,0,0,639.47
School District,251000079,141237,masmith@esc12.net,Cisco Systems,Module,2599020432,2025,C9400-PWR-2100AC,0,0,0,639.47,0,8,CONROE INDEP SCHOOL DISTRICT,5115.76,No,Cisco,TX,5115.76,0,0,0,639.47
School District,251025646,140875,robin.dulock@esc12.net,Ubiquiti,Switch,2599041971,2025,ECS-24-PoE,0,0,0,2164,0,14,PARADISE INDEP SCHOOL DISTRICT,30296,No,Ubiquiti,TX,30296,0,0,0,2164
School District,251040802,140623,dhartzell@vstservices.com,Ruckus Wireless,Access Point,2599058276,2025,901-R750,1,0,0,600,0,3,TRENTON INDEP SCHOOL DISTRICT,1800,No,Ruckus,TX,1800,0,0,0,600
School District,251042419,141063,dhartzell@vstservices.com,Fortinet,Firewall Services & Components,2599060690,2025,FG-120G,1,0,0,1999,0,1,JARRELL INDEP SCHOOL DISTRICT,1999,No,Fortinet,TX,1999,0,0,0,1999
School District,251040989,141653,c.garza2@lajoyaisd.net,Cisco Systems,Cabling,2599058814,2025,CAB-SPWR-30CM,0,0,0,32.46,0,12,LA JOYA INDEP SCHOOL DISTRICT,389.52,No,Cisco,TX,389.52,0,0,0,32.46
School District,251034000,141649,dhartzell@vstservices.com,Cisco Systems,Switch,2599047950,2025,C9500-24Y4C-EDU,1,0,0,7369.37,0,8,HARLINGEN CONS INDEP SCH DIST,58954.96,No,Cisco,TX,58954.96,0,0,0,7369.37
School District,251025646,140875,robin.dulock@esc12.net,Ubiquiti,Access Point,2599041971,2025,U6-Enterprise WiFi,0,0,0,279,0,137,PARADISE INDEP SCHOOL DISTRICT,38223,No,Ubiquiti,TX,38223,0,0,0,279
School District,251002291,141259,dzarillo@e-ratecentral.com,Aruba,License,2599026710,2025,R3K05AAE,0,0,0,2899.6,0,5,MONTGOMERY INDEP SCHOOL DIST,14498,No,Hp,TX,14498,0,0,0,2899.6
